menu_group,category,subcategory,suggested_url,page_type,query_count,total_volume,query_1,volume_1,query_2,volume_2,query_3,volume_3,query_4,volume_4,query_5,volume_5
8. База промтов,Общие промты,Общие,/promt-foto-stile-lovis/,leaf_split,5,40,промт для фото в стиле ловис,8,промт для фото в стиле ньюборн,8,промт для фото на хэллоуин,8,промт для фото с конем,8,промт на вязаное фото для капкат,8
8. База промтов,Общие промты,Общие,/promt-foto-pozhilyh-lyudey/,leaf_split,5,40,промт на фото пожилых людей,8,промт фото с футболистом,8,промты для фото российского офицера в нейросети,8,промты доч фото,8,промты на английском для фото пар,8
8. База промтов,Общие промты,Общие,/promty-nv-foto/,leaf_split,5,36,промты нв фото,8,готовые промты для фото в нейросети шаблоны,7,как написать подробный промт для описания фото,7,промт для фото баскетболиста,7,промт для фото в кинозале,7
8. База промтов,Общие промты,Общие,/promt-foto-stile-gta/,leaf_split,5,35,промт для фото в стиле гта 6,7,промт для фото зубная фея,7,промт для фото крещение,7,промт для фото с пингвином,7,промт на генерацию фото лов ис,7
8. База промтов,Общие промты,Общие,/promt-foto-stile-vlastelina-kolets/,leaf_split,5,35,промт на фото в стиле властелина колец,7,промт на фото императрицы,7,промт на фото наследие,7,промт фото рождество,7,промты для красивых мужских фото,7
8. База промтов,Общие промты,Общие,/promty-foto-stile-clean-girl/,leaf_split,5,33,промты для фото в стиле clean girl,7,промты для фото парня зимние,7,фото с отца взрослым сыном промт ии,7,ахренительные промты для фото,6,ии промты для фото боец ufc,6
8. База промтов,Общие промты,Общие,/promt-dyadi-plemyannitsy-foto/,leaf_split,5,30,промт для дяди и племянницы фото,6,промт для ии фото в стиле роблокс,6,промт для одиночного фото,6,промт для фото в стиле офисной фотографии,6,промт для фото в церкви,6
8. База промтов,Общие промты,Общие,/promt-foto-izvestnoy-lichnostyu/,leaf_split,5,30,промт для фото с известной личностью,6,промт для фото я в детстве,6,промт на фото из суда,6,промт фото малифисенты,6,промты для фото братика и сестренки,6
8. База промтов,Общие промты,Общие,/trend-foto-koronoy-promt/,leaf_split,5,26,тренд фото с короной промт,6,промт для красивой фото танцовщицы,5,промт для фото беременной текст для ии,5,промт для фото в стиле 90х макияж,5,промт на добавление на фото змеи,5
8. База промтов,Общие промты,Общие,/promt-foto-raduzhek-glaz/,leaf_split,4,20,промт на фото радужек глаз,5,промты для фото капли на лице,5,смешные промты для нейросети для фото форум,5,точный промт из фото онлайн,5,,
